,image,target
4517,./Resources/Train/WithMask/Augmented_811_5146977.png,mask
11142,./Resources/faces/1 (6374).jpg,without_mask
6304,./Resources/faces/1 (2100).jpg,without_mask
12127,./Resources/faces/1 (922).jpg,without_mask
2833,./Resources/Train/WithMask/Augmented_491_5916085.png,mask
11442,./Resources/faces/1 (6639).jpg,without_mask
9764,./Resources/faces/1 (5156).jpg,without_mask
12212,./Resources/faces/1 (993).jpg,without_mask
6336,./Resources/faces/1 (213).jpg,without_mask
5724,./Resources/faces/1 (1591).jpg,without_mask
11180,./Resources/faces/1 (6406).jpg,without_mask
394,./Resources/Train/WithMask/195.png,mask
1174,./Resources/Train/WithMask/Augmented_180_1773040.png,mask
2289,./Resources/Train/WithMask/Augmented_38_3965211.png,mask
10410,./Resources/faces/1 (5728).jpg,without_mask
843,./Resources/Train/WithMask/Augmented_118_7087003.png,mask
7477,./Resources/faces/1 (3137).jpg,without_mask
3897,./Resources/Train/WithMask/Augmented_695_3663131.png,mask
4297,./Resources/Train/WithMask/Augmented_76_7272639.png,mask
7117,./Resources/faces/1 (2820).jpg,without_mask
8406,./Resources/faces/1 (396).jpg,without_mask
4584,./Resources/Train/WithMask/Augmented_826_521247.png,mask
5786,./Resources/faces/1 (1645).jpg,without_mask
3935,./Resources/Train/WithMask/Augmented_701_6595163.png,mask
2319,./Resources/Train/WithMask/Augmented_396_9108971.png,mask
6621,./Resources/faces/1 (2383).jpg,without_mask
11264,./Resources/faces/1 (6482).jpg,without_mask
4586,./Resources/Train/WithMask/Augmented_826_7939991.png,mask
10055,./Resources/faces/1 (5412).jpg,without_mask
5879,./Resources/faces/1 (1727).jpg,without_mask
11975,./Resources/faces/1 (8).png,without_mask
9356,./Resources/faces/1 (4799).jpg,without_mask
5146,./Resources/faces/1 (1113).jpg,without_mask
7366,./Resources/faces/1 (3039).jpg,without_mask
11686,./Resources/faces/1 (6855).jpg,without_mask
6118,./Resources/faces/1 (1939).jpg,without_mask
8523,./Resources/faces/1 (4060).jpg,without_mask
6203,./Resources/faces/1 (2010).jpg,without_mask
4966,./Resources/Train/WithMask/Augmented_93_8223208.png,mask
2633,./Resources/Train/WithMask/Augmented_456_3645504.png,mask
3880,./Resources/Train/WithMask/Augmented_691_4249590.png,mask
2791,./Resources/Train/WithMask/Augmented_485_6463340.png,mask
8822,./Resources/faces/1 (4324).jpg,without_mask
5414,./Resources/faces/1 (1331).jpg,without_mask
3549,./Resources/Train/WithMask/Augmented_62_5174451.png,mask
4467,./Resources/Train/WithMask/Augmented_802_3814767.png,mask
9936,./Resources/faces/1 (5307).jpg,without_mask
2848,./Resources/Train/WithMask/Augmented_494_8371508.png,mask
2219,./Resources/Train/WithMask/Augmented_378_1139981.png,mask
1442,./Resources/Train/WithMask/Augmented_230_4498571.png,mask
8803,./Resources/faces/1 (4307).jpg,without_mask
11107,./Resources/faces/1 (6342).jpg,without_mask
6312,./Resources/faces/1 (2108).jpg,without_mask
4449,./Resources/Train/WithMask/Augmented_79_3458983.png,mask
9297,./Resources/faces/1 (4745).jpg,without_mask
5577,./Resources/faces/1 (1465).jpg,without_mask
9427,./Resources/faces/1 (4860).jpg,without_mask
11116,./Resources/faces/1 (6350).jpg,without_mask
586,./Resources/Train/WithMask/629.png,mask
6552,./Resources/faces/1 (2320).jpg,without_mask
11303,./Resources/faces/1 (6515).jpg,without_mask
2178,./Resources/Train/WithMask/Augmented_36_5212114.png,mask
3660,./Resources/Train/WithMask/Augmented_64_5811263.png,mask
3096,./Resources/Train/WithMask/Augmented_542_3524046.png,mask
6944,./Resources/faces/1 (2669).jpg,without_mask
10452,./Resources/faces/1 (5766).jpg,without_mask
6281,./Resources/faces/1 (2081).jpg,without_mask
7511,./Resources/faces/1 (3168).jpg,without_mask
9921,./Resources/faces/1 (5296).jpg,without_mask
6117,./Resources/faces/1 (1938).jpg,without_mask
4714,./Resources/Train/WithMask/Augmented_850_3888270.png,mask
6287,./Resources/faces/1 (2087).jpg,without_mask
6638,./Resources/faces/1 (2399).jpg,without_mask
2079,./Resources/Train/WithMask/Augmented_350_8052267.png,mask
5095,./Resources/faces/1 (1073).jpg,without_mask
11933,./Resources/faces/1 (769).jpg,without_mask
9849,./Resources/faces/1 (5230).jpg,without_mask
7602,./Resources/faces/1 (3248).jpg,without_mask
9869,./Resources/faces/1 (5249).jpg,without_mask
2547,./Resources/Train/WithMask/Augmented_437_8069275.png,mask
1932,./Resources/Train/WithMask/Augmented_322_6393841.png,mask
5591,./Resources/faces/1 (1477).jpg,without_mask
9672,./Resources/faces/1 (5075).jpg,without_mask
7781,./Resources/faces/1 (3405).jpg,without_mask
9519,./Resources/faces/1 (4941).jpg,without_mask
3870,./Resources/Train/WithMask/Augmented_68_8704906.png,mask
6820,./Resources/faces/1 (2559).jpg,without_mask
6528,./Resources/faces/1 (23).png,without_mask
2287,./Resources/Train/WithMask/Augmented_38_1030346.png,mask
3595,./Resources/Train/WithMask/Augmented_638_790987.png,mask
2822,./Resources/Train/WithMask/Augmented_48_5483460.png,mask
2951,./Resources/Train/WithMask/Augmented_513_6538763.png,mask
5212,./Resources/faces/1 (1169).jpg,without_mask
11403,./Resources/faces/1 (6603).jpg,without_mask
6707,./Resources/faces/1 (2459).jpg,without_mask
9489,./Resources/faces/1 (4914).jpg,without_mask
4671,./Resources/Train/WithMask/Augmented_842_6334417.png,mask
8478,./Resources/faces/1 (402).jpg,without_mask
4221,./Resources/Train/WithMask/Augmented_755_4508696.png,mask
4287,./Resources/Train/WithMask/Augmented_768_3182448.png,mask
6999,./Resources/faces/1 (2716).jpg,without_mask
3729,./Resources/Train/WithMask/Augmented_662_9460967.png,mask
11993,./Resources/faces/1 (813).jpg,without_mask
10734,./Resources/faces/1 (6011).jpg,without_mask
8140,./Resources/faces/1 (3723).jpg,without_mask
10623,./Resources/faces/1 (5916).jpg,without_mask
5092,./Resources/faces/1 (1070).jpg,without_mask
4534,./Resources/Train/WithMask/Augmented_815_1722141.png,mask
8141,./Resources/faces/1 (3724).jpg,without_mask
480,./Resources/Train/WithMask/38.png,mask
7508,./Resources/faces/1 (3165).jpg,without_mask
615,./Resources/Train/WithMask/690.png,mask
2017,./Resources/Train/WithMask/Augmented_33_2735034.png,mask
7180,./Resources/faces/1 (2878).jpg,without_mask
8291,./Resources/faces/1 (3858).jpg,without_mask
3275,./Resources/Train/WithMask/Augmented_579_7908750.png,mask
11852,./Resources/faces/1 (706).jpg,without_mask
8596,./Resources/faces/1 (4124).jpg,without_mask
7740,./Resources/faces/1 (3370).jpg,without_mask
9160,./Resources/faces/1 (4623).jpg,without_mask
8310,./Resources/faces/1 (3875).jpg,without_mask
4061,./Resources/Train/WithMask/Augmented_725_349450.png,mask
5448,./Resources/faces/1 (136).png,without_mask
8241,./Resources/faces/1 (3812).jpg,without_mask
11581,./Resources/faces/1 (6762).jpg,without_mask
10221,./Resources/faces/1 (5560).jpg,without_mask
397,./Resources/Train/WithMask/199.png,mask
11213,./Resources/faces/1 (6436).jpg,without_mask
8869,./Resources/faces/1 (4367).jpg,without_mask
9753,./Resources/faces/1 (5146).jpg,without_mask
9979,./Resources/faces/1 (5346).jpg,without_mask
7633,./Resources/faces/1 (3276).JPG,without_mask
10086,./Resources/faces/1 (5440).jpg,without_mask
11466,./Resources/faces/1 (6660).jpg,without_mask
1399,./Resources/Train/WithMask/Augmented_222_1647913.png,mask
2415,./Resources/Train/WithMask/Augmented_413_2940651.png,mask
11377,./Resources/faces/1 (6582).jpg,without_mask
8892,./Resources/faces/1 (4388).jpg,without_mask
6325,./Resources/faces/1 (212).jpg,without_mask
11145,./Resources/faces/1 (6377).jpg,without_mask
7696,./Resources/faces/1 (3330).jpg,without_mask
3815,./Resources/Train/WithMask/Augmented_680_160810.png,mask
7324,./Resources/faces/1 (3000).jpg,without_mask
9027,./Resources/faces/1 (4505).jpg,without_mask
4153,./Resources/Train/WithMask/Augmented_741_334674.png,mask
1528,./Resources/Train/WithMask/Augmented_246_7289817.png,mask
9555,./Resources/faces/1 (4974).jpg,without_mask
10898,./Resources/faces/1 (6158).jpg,without_mask
3106,./Resources/Train/WithMask/Augmented_545_1926280.png,mask
7099,./Resources/faces/1 (2804).jpg,without_mask
4546,./Resources/Train/WithMask/Augmented_818_9427973.png,mask
3851,./Resources/Train/WithMask/Augmented_687_2666298.png,mask
744,./Resources/Train/WithMask/994.png,mask
8094,./Resources/faces/1 (3684).jpg,without_mask
897,./Resources/Train/WithMask/Augmented_128_6121313.png,mask
759,./Resources/Train/WithMask/Augmented_101_2931591.png,mask
10931,./Resources/faces/1 (6188).jpg,without_mask
7438,./Resources/faces/1 (3101).jpg,without_mask
4634,./Resources/Train/WithMask/Augmented_835_8870905.png,mask
4558,./Resources/Train/WithMask/Augmented_820_6042784.png,mask
7639,./Resources/faces/1 (3281).jpg,without_mask
2066,./Resources/Train/WithMask/Augmented_348_5679704.png,mask
9221,./Resources/faces/1 (4679).jpg,without_mask
6831,./Resources/faces/1 (2569).jpg,without_mask
2700,./Resources/Train/WithMask/Augmented_468_1387194.png,mask
4589,./Resources/Train/WithMask/Augmented_827_5301442.png,mask
6673,./Resources/faces/1 (2428).jpg,without_mask
678,./Resources/Train/WithMask/846.png,mask
2576,./Resources/Train/WithMask/Augmented_444_422507.png,mask
10411,./Resources/faces/1 (5729).jpg,without_mask
10686,./Resources/faces/1 (5973).jpg,without_mask
597,./Resources/Train/WithMask/649.png,mask
11008,./Resources/faces/1 (6255).jpg,without_mask
85,./Resources/Train/WithMask/1142.png,mask
11680,./Resources/faces/1 (685).jpg,without_mask
5653,./Resources/faces/1 (1527).jpg,without_mask
9781,./Resources/faces/1 (5171).jpg,without_mask
2129,./Resources/Train/WithMask/Augmented_360_4125918.png,mask
11307,./Resources/faces/1 (6519).jpg,without_mask
4429,./Resources/Train/WithMask/Augmented_795_8814115.png,mask
7779,./Resources/faces/1 (3403).jpg,without_mask
8198,./Resources/faces/1 (3776).jpg,without_mask
11767,./Resources/faces/1 (6926).jpg,without_mask
6459,./Resources/faces/1 (2239).jpg,without_mask
2565,./Resources/Train/WithMask/Augmented_441_3425987.png,mask
9471,./Resources/faces/1 (49).jpg,without_mask
2473,./Resources/Train/WithMask/Augmented_423_7339911.png,mask
6676,./Resources/faces/1 (2430).jpg,without_mask
7068,./Resources/faces/1 (2779).jpg,without_mask
8185,./Resources/faces/1 (3764).jpg,without_mask
3389,./Resources/Train/WithMask/Augmented_5_9810658.png,mask
10130,./Resources/faces/1 (5480).jpg,without_mask
6486,./Resources/faces/1 (2263).jpg,without_mask
8116,./Resources/faces/1 (3701).jpg,without_mask
11916,./Resources/faces/1 (755).jpg,without_mask
10109,./Resources/faces/1 (5461).jpg,without_mask
10225,./Resources/faces/1 (5564).jpg,without_mask
1345,./Resources/Train/WithMask/Augmented_212_3926678.png,mask
272,./Resources/Train/WithMask/1544.png,mask
895,./Resources/Train/WithMask/Augmented_128_3785325.png,mask
7858,./Resources/faces/1 (3475).jpg,without_mask
6607,./Resources/faces/1 (2370).jpg,without_mask
7537,./Resources/faces/1 (3191).jpg,without_mask
9031,./Resources/faces/1 (4509).jpg,without_mask
12193,./Resources/faces/1 (978).jpg,without_mask
1776,./Resources/Train/WithMask/Augmented_292_6783699.png,mask
9278,./Resources/faces/1 (4728).jpg,without_mask
4625,./Resources/Train/WithMask/Augmented_834_1410498.png,mask
2041,./Resources/Train/WithMask/Augmented_343_9970767.png,mask
6834,./Resources/faces/1 (2571).jpg,without_mask
2735,./Resources/Train/WithMask/Augmented_474_676114.png,mask
8842,./Resources/faces/1 (4342).jpg,without_mask
4675,./Resources/Train/WithMask/Augmented_843_5328714.png,mask
4026,./Resources/Train/WithMask/Augmented_718_4295517.png,mask
6988,./Resources/faces/1 (2706).jpg,without_mask
4225,./Resources/Train/WithMask/Augmented_756_1783461.png,mask
11430,./Resources/faces/1 (6628).jpg,without_mask
793,./Resources/Train/WithMask/Augmented_108_8371620.png,mask
9949,./Resources/faces/1 (5319).jpg,without_mask
8386,./Resources/faces/1 (3941).jpg,without_mask
3267,./Resources/Train/WithMask/Augmented_578_2445218.png,mask
10356,./Resources/faces/1 (5681).jpg,without_mask
1919,./Resources/Train/WithMask/Augmented_320_3152011.png,mask
10254,./Resources/faces/1 (5590).jpg,without_mask
11823,./Resources/faces/1 (6977).jpg,without_mask
1536,./Resources/Train/WithMask/Augmented_248_5726104.png,mask
11166,./Resources/faces/1 (6396).jpg,without_mask
6882,./Resources/faces/1 (2612).jpg,without_mask
93,./Resources/Train/WithMask/1155.png,mask
5346,./Resources/faces/1 (1278).jpg,without_mask
12165,./Resources/faces/1 (954).jpg,without_mask
6246,./Resources/faces/1 (205).jpg,without_mask
709,./Resources/Train/WithMask/920.png,mask
1733,./Resources/Train/WithMask/Augmented_284_8461536.png,mask
3937,./Resources/Train/WithMask/Augmented_701_7562861.png,mask
387,./Resources/Train/WithMask/183.png,mask
10022,./Resources/faces/1 (5385).jpg,without_mask
1520,./Resources/Train/WithMask/Augmented_245_8018958.png,mask
11885,./Resources/faces/1 (730).jpg,without_mask
5427,./Resources/faces/1 (1342).jpg,without_mask
7823,./Resources/faces/1 (3443).jpg,without_mask
4367,./Resources/Train/WithMask/Augmented_783_4394400.png,mask
9494,./Resources/faces/1 (4919).jpg,without_mask
5627,./Resources/faces/1 (1504).jpg,without_mask
386,./Resources/Train/WithMask/1829.png,mask
10062,./Resources/faces/1 (5419).jpg,without_mask
8957,./Resources/faces/1 (4444).jpg,without_mask
6786,./Resources/faces/1 (2528).jpg,without_mask
6378,./Resources/faces/1 (2168).jpg,without_mask
3098,./Resources/Train/WithMask/Augmented_542_6641957.png,mask
11998,./Resources/faces/1 (818).jpg,without_mask
5418,./Resources/faces/1 (1335).jpg,without_mask
149,./Resources/Train/WithMask/129.png,mask
10549,./Resources/faces/1 (5851).jpg,without_mask
1692,./Resources/Train/WithMask/Augmented_277_39626.png,mask
9715,./Resources/faces/1 (5111).jpg,without_mask
3876,./Resources/Train/WithMask/Augmented_690_955928.png,mask
7721,./Resources/faces/1 (3353).jpg,without_mask
10370,./Resources/faces/1 (5694).jpg,without_mask
3502,./Resources/Train/WithMask/Augmented_621_3831831.png,mask
1916,./Resources/Train/WithMask/Augmented_31_5955813.png,mask
4485,./Resources/Train/WithMask/Augmented_805_9770121.png,mask
12182,./Resources/faces/1 (969).jpg,without_mask
9906,./Resources/faces/1 (5282).jpg,without_mask
148,./Resources/Train/WithMask/1288.png,mask
9631,./Resources/faces/1 (5038).jpg,without_mask
4764,./Resources/Train/WithMask/Augmented_860_1381753.png,mask
2400,./Resources/Train/WithMask/Augmented_410_2972021.png,mask
198,./Resources/Train/WithMask/1387.png,mask
4350,./Resources/Train/WithMask/Augmented_780_1270232.png,mask
4985,./Resources/Train/WithMask/Augmented_98_4884422.png,mask
811,./Resources/Train/WithMask/Augmented_111_7908805.png,mask
1977,./Resources/Train/WithMask/Augmented_332_7578567.png,mask
10855,./Resources/faces/1 (6119).jpg,without_mask
9989,./Resources/faces/1 (5355).jpg,without_mask
6249,./Resources/faces/1 (2052).jpg,without_mask
10613,./Resources/faces/1 (5907).jpg,without_mask
8343,./Resources/faces/1 (3902).jpg,without_mask
11057,./Resources/faces/1 (63).jpeg,without_mask
12080,./Resources/faces/1 (886).jpg,without_mask
753,./Resources/Train/WithMask/Augmented_100_2606519.png,mask
10092,./Resources/faces/1 (5446).jpg,without_mask
4315,./Resources/Train/WithMask/Augmented_773_1201356.png,mask
1341,./Resources/Train/WithMask/Augmented_211_4623155.png,mask
6921,./Resources/faces/1 (2648).jpg,without_mask
8197,./Resources/faces/1 (3775).jpg,without_mask
11135,./Resources/faces/1 (6368).jpg,without_mask
9850,./Resources/faces/1 (5231).jpg,without_mask
3529,./Resources/Train/WithMask/Augmented_626_6040195.png,mask
8126,./Resources/faces/1 (3710).jpg,without_mask
9355,./Resources/faces/1 (4798).jpg,without_mask
3342,./Resources/Train/WithMask/Augmented_592_439557.png,mask
1722,./Resources/Train/WithMask/Augmented_282_2732340.png,mask
2659,./Resources/Train/WithMask/Augmented_460_4973652.png,mask
2069,./Resources/Train/WithMask/Augmented_349_7777774.png,mask
967,./Resources/Train/WithMask/Augmented_140_4196205.png,mask
1223,./Resources/Train/WithMask/Augmented_18_4887181.png,mask
2746,./Resources/Train/WithMask/Augmented_476_5594716.png,mask
10401,./Resources/faces/1 (572).jpg,without_mask
3778,./Resources/Train/WithMask/Augmented_671_9658354.png,mask
10900,./Resources/faces/1 (616).jpg,without_mask
4075,./Resources/Train/WithMask/Augmented_728_5823987.png,mask
4972,./Resources/Train/WithMask/Augmented_95_4502238.png,mask
10730,./Resources/faces/1 (6008).jpg,without_mask
3883,./Resources/Train/WithMask/Augmented_692_9448944.png,mask
11078,./Resources/faces/1 (6316).jpg,without_mask
11538,./Resources/faces/1 (6723).jpg,without_mask
12206,./Resources/faces/1 (989).jpg,without_mask
11457,./Resources/faces/1 (6652).jpg,without_mask
1737,./Resources/Train/WithMask/Augmented_285_683434.png,mask
8062,./Resources/faces/1 (3655).jpg,without_mask
4687,./Resources/Train/WithMask/Augmented_846_5386170.png,mask
5358,./Resources/faces/1 (1288).jpg,without_mask
7952,./Resources/faces/1 (3558).jpg,without_mask
9065,./Resources/faces/1 (454).jpg,without_mask
11173,./Resources/faces/1 (640).jpg,without_mask
3603,./Resources/Train/WithMask/Augmented_639_9366526.png,mask
5237,./Resources/faces/1 (119).jpg,without_mask
1723,./Resources/Train/WithMask/Augmented_282_3323698.png,mask
9968,./Resources/faces/1 (5336).jpg,without_mask
2608,./Resources/Train/WithMask/Augmented_450_5512629.png,mask
1245,./Resources/Train/WithMask/Augmented_194_2250667.png,mask
8145,./Resources/faces/1 (3728).jpg,without_mask
6313,./Resources/faces/1 (2109).jpg,without_mask
2685,./Resources/Train/WithMask/Augmented_465_5789950.png,mask
11791,./Resources/faces/1 (6948).jpg,without_mask
5529,./Resources/faces/1 (1425).jpg,without_mask
6236,./Resources/faces/1 (2040).jpg,without_mask
1282,./Resources/Train/WithMask/Augmented_200_4548100.png,mask
3151,./Resources/Train/WithMask/Augmented_553_5654837.png,mask
11223,./Resources/faces/1 (6445).jpg,without_mask
2269,./Resources/Train/WithMask/Augmented_386_3694319.png,mask
5290,./Resources/faces/1 (1230).jpg,without_mask
6741,./Resources/faces/1 (249).jpg,without_mask
8471,./Resources/faces/1 (4013).jpg,without_mask
6335,./Resources/faces/1 (2129).jpg,without_mask
10238,./Resources/faces/1 (5576).jpg,without_mask
7416,./Resources/faces/1 (3084).jpg,without_mask
215,./Resources/Train/WithMask/1428.png,mask
7015,./Resources/faces/1 (2730).jpg,without_mask
7662,./Resources/faces/1 (330).jpg,without_mask
10382,./Resources/faces/1 (5702).jpg,without_mask
8645,./Resources/faces/1 (4169).jpg,without_mask
3546,./Resources/Train/WithMask/Augmented_629_8891550.png,mask
798,./Resources/Train/WithMask/Augmented_109_9238465.png,mask
9003,./Resources/faces/1 (4486).jpg,without_mask
12074,./Resources/faces/1 (880).jpg,without_mask
12149,./Resources/faces/1 (940).jpg,without_mask
3044,./Resources/Train/WithMask/Augmented_531_1784098.png,mask
2375,./Resources/Train/WithMask/Augmented_405_9207822.png,mask
1193,./Resources/Train/WithMask/Augmented_184_2107614.png,mask
7326,./Resources/faces/1 (3002).jpg,without_mask
2334,./Resources/Train/WithMask/Augmented_39_3530324.png,mask
10150,./Resources/faces/1 (5499).jpg,without_mask
11421,./Resources/faces/1 (662).jpg,without_mask
8530,./Resources/faces/1 (4067).jpg,without_mask
7862,./Resources/faces/1 (3479).jpg,without_mask
994,./Resources/Train/WithMask/Augmented_146_7817733.png,mask
24,./Resources/Train/WithMask/1042.png,mask
4463,./Resources/Train/WithMask/Augmented_801_1620904.png,mask
10701,./Resources/faces/1 (5987).jpg,without_mask
4871,./Resources/Train/WithMask/Augmented_880_2076807.png,mask
3303,./Resources/Train/WithMask/Augmented_585_1468059.png,mask
8492,./Resources/faces/1 (4032).jpg,without_mask
1754,./Resources/Train/WithMask/Augmented_288_6541883.png,mask
6310,./Resources/faces/1 (2106).jpg,without_mask
7208,./Resources/faces/1 (2900).jpg,without_mask
7831,./Resources/faces/1 (3450).jpg,without_mask
5760,./Resources/faces/1 (1621).jpg,without_mask
9295,./Resources/faces/1 (4743).jpg,without_mask
3692,./Resources/Train/WithMask/Augmented_656_3984565.png,mask
8499,./Resources/faces/1 (4039).jpg,without_mask
2399,./Resources/Train/WithMask/Augmented_410_1446214.png,mask
10545,./Resources/faces/1 (5848).jpg,without_mask
1807,./Resources/Train/WithMask/Augmented_29_4333599.png,mask
1531,./Resources/Train/WithMask/Augmented_247_4728298.png,mask
6265,./Resources/faces/1 (2067).jpg,without_mask
9216,./Resources/faces/1 (4674).jpg,without_mask
997,./Resources/Train/WithMask/Augmented_147_4473309.png,mask
11295,./Resources/faces/1 (6508).jpg,without_mask
4938,./Resources/Train/WithMask/Augmented_89_1964957.png,mask
11512,./Resources/faces/1 (670).jpg,without_mask
6517,./Resources/faces/1 (2291).jpg,without_mask
208,./Resources/Train/WithMask/1415.png,mask
11392,./Resources/faces/1 (6596).jpg,without_mask
6192,./Resources/faces/1 (2000).jpg,without_mask
6603,./Resources/faces/1 (2367).jpg,without_mask
8713,./Resources/faces/1 (4228).jpg,without_mask
10418,./Resources/faces/1 (5735).jpg,without_mask
1981,./Resources/Train/WithMask/Augmented_333_3341288.png,mask
10998,./Resources/faces/1 (6246).jpg,without_mask
5768,./Resources/faces/1 (1629).jpg,without_mask
3869,./Resources/Train/WithMask/Augmented_68_5579850.png,mask
7400,./Resources/faces/1 (307).jpg,without_mask
12175,./Resources/faces/1 (962).jpg,without_mask
7667,./Resources/faces/1 (3304).jpg,without_mask
3133,./Resources/Train/WithMask/Augmented_54_4841180.png,mask
10093,./Resources/faces/1 (5447).jpg,without_mask
8883,./Resources/faces/1 (438).jpg,without_mask
39,./Resources/Train/WithMask/1062.png,mask
2647,./Resources/Train/WithMask/Augmented_459_2601495.png,mask
8981,./Resources/faces/1 (4466).jpg,without_mask
4652,./Resources/Train/WithMask/Augmented_839_70206.png,mask
9957,./Resources/faces/1 (5326).jpg,without_mask
11241,./Resources/faces/1 (6461).jpg,without_mask
8485,./Resources/faces/1 (4026).jpg,without_mask
11773,./Resources/faces/1 (6931).jpg,without_mask
540,./Resources/Train/WithMask/509.png,mask
1200,./Resources/Train/WithMask/Augmented_185_566720.png,mask
2163,./Resources/Train/WithMask/Augmented_367_2486546.png,mask
2217,./Resources/Train/WithMask/Augmented_377_7319943.png,mask
10218,./Resources/faces/1 (5558).jpg,without_mask
4028,./Resources/Train/WithMask/Augmented_719_1572585.png,mask
11210,./Resources/faces/1 (6433).jpg,without_mask
3372,./Resources/Train/WithMask/Augmented_598_4655384.png,mask
11806,./Resources/faces/1 (6961).jpg,without_mask
68,./Resources/Train/WithMask/1107.png,mask
7004,./Resources/faces/1 (2720).jpg,without_mask
3024,./Resources/Train/WithMask/Augmented_527_6202886.png,mask
7262,./Resources/faces/1 (295).jpg,without_mask
10791,./Resources/faces/1 (6063).jpg,without_mask
3445,./Resources/Train/WithMask/Augmented_610_7303457.png,mask
6461,./Resources/faces/1 (2240).jpg,without_mask
4320,./Resources/Train/WithMask/Augmented_774_3057163.png,mask
4458,./Resources/Train/WithMask/Augmented_800_3230286.png,mask
8253,./Resources/faces/1 (3823).jpg,without_mask
4389,./Resources/Train/WithMask/Augmented_788_4354049.png,mask
5744,./Resources/faces/1 (1607).jpg,without_mask
8102,./Resources/faces/1 (3691).jpg,without_mask
9976,./Resources/faces/1 (5343).jpg,without_mask
2720,./Resources/Train/WithMask/Augmented_471_7807392.png,mask
9228,./Resources/faces/1 (4685).jpg,without_mask
5640,./Resources/faces/1 (1515).jpg,without_mask
7678,./Resources/faces/1 (3314).jpg,without_mask
10718,./Resources/faces/1 (60).jpeg,without_mask
10427,./Resources/faces/1 (5743).jpg,without_mask
11604,./Resources/faces/1 (6783).jpg,without_mask
8193,./Resources/faces/1 (3771).jpg,without_mask
7210,./Resources/faces/1 (2902).jpg,without_mask
8683,./Resources/faces/1 (4200).jpg,without_mask
4888,./Resources/Train/WithMask/Augmented_883_9415195.png,mask
851,./Resources/Train/WithMask/Augmented_11_1899363.png,mask
6899,./Resources/faces/1 (2628).jpg,without_mask
3232,./Resources/Train/WithMask/Augmented_570_816325.png,mask
9505,./Resources/faces/1 (4929).jpg,without_mask
9302,./Resources/faces/1 (475).jpg,without_mask
5107,./Resources/faces/1 (1083).jpg,without_mask
1447,./Resources/Train/WithMask/Augmented_231_6911641.png,mask
9204,./Resources/faces/1 (4663).jpg,without_mask
3135,./Resources/Train/WithMask/Augmented_54_9681940.png,mask
9640,./Resources/faces/1 (5046).jpg,without_mask
9115,./Resources/faces/1 (4585).jpg,without_mask
2232,./Resources/Train/WithMask/Augmented_37_3084383.png,mask
6361,./Resources/faces/1 (2152).jpg,without_mask
10924,./Resources/faces/1 (6181).jpg,without_mask
1721,./Resources/Train/WithMask/Augmented_282_1651739.png,mask
7166,./Resources/faces/1 (2865).jpg,without_mask
5489,./Resources/faces/1 (1394).jpg,without_mask
10743,./Resources/faces/1 (602).jpg,without_mask
8954,./Resources/faces/1 (4441).jpg,without_mask
4223,./Resources/Train/WithMask/Augmented_755_8920151.png,mask
12207,./Resources/faces/1 (99).jpg,without_mask
12169,./Resources/faces/1 (958).jpg,without_mask
7969,./Resources/faces/1 (3573).jpg,without_mask
12078,./Resources/faces/1 (884).jpg,without_mask
6046,./Resources/faces/1 (1876).jpg,without_mask
10181,./Resources/faces/1 (5524).jpg,without_mask
3611,./Resources/Train/WithMask/Augmented_640_4382304.png,mask
9575,./Resources/faces/1 (4992).jpg,without_mask
10305,./Resources/faces/1 (5635).jpg,without_mask
5454,./Resources/faces/1 (1365).jpg,without_mask
11162,./Resources/faces/1 (6392).jpg,without_mask
1441,./Resources/Train/WithMask/Augmented_230_4311078.png,mask
10193,./Resources/faces/1 (5535).jpg,without_mask
5544,./Resources/faces/1 (1438).jpg,without_mask
8589,./Resources/faces/1 (4118).jpg,without_mask
5428,./Resources/faces/1 (1343).jpg,without_mask
11309,./Resources/faces/1 (6520).jpg,without_mask
10617,./Resources/faces/1 (5910).jpg,without_mask
626,./Resources/Train/WithMask/71.png,mask
3306,./Resources/Train/WithMask/Augmented_585_658317.png,mask
11695,./Resources/faces/1 (6863).jpg,without_mask
10595,./Resources/faces/1 (5893).jpg,without_mask
12006,./Resources/faces/1 (824).jpg,without_mask
7743,./Resources/faces/1 (3373).jpg,without_mask
10386,./Resources/faces/1 (5706).jpg,without_mask
8784,./Resources/faces/1 (4292).jpg,without_mask
5837,./Resources/faces/1 (1691).jpg,without_mask
5811,./Resources/faces/1 (1668).jpg,without_mask
1573,./Resources/Train/WithMask/Augmented_255_1929978.png,mask
8365,./Resources/faces/1 (3922).jpg,without_mask
9255,./Resources/faces/1 (4707).jpg,without_mask
107,./Resources/Train/WithMask/1191.png,mask
8362,./Resources/faces/1 (392).jpg,without_mask
1127,./Resources/Train/WithMask/Augmented_171_6157985.png,mask
9817,./Resources/faces/1 (5201).jpg,without_mask
9864,./Resources/faces/1 (5244).jpg,without_mask
2351,./Resources/Train/WithMask/Augmented_401_3078439.png,mask
11460,./Resources/faces/1 (6655).jpg,without_mask
1446,./Resources/Train/WithMask/Augmented_231_3534008.png,mask
7571,./Resources/faces/1 (322).jpg,without_mask
2186,./Resources/Train/WithMask/Augmented_371_3648277.png,mask
9185,./Resources/faces/1 (4646).jpg,without_mask
4705,./Resources/Train/WithMask/Augmented_849_917901.png,mask
10713,./Resources/faces/1 (5998).jpg,without_mask
4179,./Resources/Train/WithMask/Augmented_747_9268035.png,mask
